artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__tags,artifact__people__author,artifact__people__editor,collection__uuid,file__url
No One Could Say: Accessing Emergency Obstetrics Information as a Prospective Prenatal Patient in Post-Roe Oklahoma,"In the wake of the 2022 U.S. Supreme Court decision in Dobbs v. Jackson Women’s Health Organization, Oklahoma residents are currently living under three overlapping and inconsistent state abortion bans that, if violated, impose severe civil and criminal penalties on health care providers. Exceptions to these new laws, enacted around the Supreme Court’s overturning of its 1973 ruling in Roe v. Wade, are extremely limited and confusing to health professionals and potential patients alike. Because the exceptions drafted by legislators are often conflicting and use non-medical terminology, they sow confusion around what kinds of care and procedures health care providers can legally offer when a pregnancy threatens a person’s health or life. These challenges, combined with the significant penalties under these bans, constitute a situation of “dual loyalty”: health professionals are forced to balance their obligation to provide ethical, high-quality medical care against the threat of legal and professional sanctions. The decision to provide emergency medical care risks becoming a legal question – determined by lawyers – rather than a question of clinical judgment and the duty of care to the patient – determined by health care professionals.   In light of the extensive anti-abortion legal framework newly in place in the state, Oklahoma offers an important insight into the potential effects of near-total abortion bans on pregnant patients and the clinicians who care for them. While bans such as Oklahoma’s have already severely limited access to abortion medication or procedures, reproductive justice advocates have raised concerns that it is especially unclear what care remains accessible in practice in cases of obstetric emergencies. Accordingly, Physicians for Human Rights (PHR), Oklahoma Call for Reproductive Justice (OCRJ), and the Center for Reproductive Rights (CRR) have examined Oklahoma as a case study to investigate two key questions:  To study these questions, PHR, OCRJ, and CRR used a “simulated patient” research methodology, in which research assistants posed as prospective patients and called hospitals that provide prenatal and peripartum care across the state of Oklahoma to ask questions related to emergency pregnancy care. The results of this research are alarming. Not a single hospital in Oklahoma appeared to be able to articulate clear, consistent policies for emergency obstetric care that supported their clinicians’ ability to make decisions based solely on their clinical judgement and pregnant patients’ stated preferences and needs. Of the 34 out of 37 hospitals offering obstetric care across the state of Oklahoma that were reached, 65 percent (22 hospitals) were unable to provide information about procedures, policies, or support provided to doctors when the clinical decision is that it is necessary to terminate a pregnancy to save the life of a pregnant patient; only two hospitals described providing legal support for clinicians in such situations. In 14 cases (41 percent), hospital representatives provided unclear and/or incomplete answers about whether doctors require approval to perform a medically necessary abortion. Three hospitals indicated that they have policies for these situations but refused to share any information about them; four stated they have approval processes that clinicians must go through if they deem it necessary to terminate a pregnancy; and three stated that their hospitals do not provide abortions at all. (Oklahoma hospitals that are affiliated with an Indigenous nation were excluded from the study; because they operate under federal oversight, it is unclear how the Oklahoma bans impact them.) Some examples of the information the simulated patients received include: In sum, in response to questioning, hospitals provided opaque, contradictory, and incorrect information about when an abortion is available; lacked clarity on criteria and approval processes for abortions; and offered little reassurance to patients that their survival would be prioritized or that their perspectives would be considered. The study’s findings demonstrate that despite apparently good-faith efforts from most hospital representatives, callers could not access clear and accurate information about the care they would receive if facing a pregnancy-related medical emergency at any given institution. Moreover, the information they received was often confusing – at some hospitals, callers received conflicting information from separate staff within the same hospital. These findings raise grave concerns about the ability of a pregnant person in Oklahoma – and the other 12 states with similar, near-total abortion bans – to receive clear, sufficient, and necessary information to make informed decisions about their medical care, as well as the ability of such patients to receive medically-necessary treatment. Callers also found that some hospital administrations, in an effort to comply with state laws, imposed restrictive policies on medical personnel that would impede their ability to provide prompt and effective care for pregnant patients with medical emergencies, including in cases of miscarriage. Health care providers face a similarly untenable situation under the current abortion bans. The criminalization of abortion denies access to abortion for pregnant people under most circumstances, and narrow exceptions such as “only to save the life” of the pregnant patient lead to confusion, uncertainty, and fear, both for pregnant people and for the hospitals and health care providers that care for them. Clinicians face severe criminal and civil penalties, such as the loss of their medical licenses and long prison sentences, if prosecutors and state legislators disagree with their medical decision-making. In light of these obstacles, pregnant people are faced with the frightening possibility that they will be unable to receive science-informed, patient-centered, and ethical medical care should they face an obstetric emergency. These results reflect how Oklahoma’s abortion bans threaten the health and well-being of pregnant people and violate their human rights. These violations include individuals’ rights to life, health, equality, information, freedom from torture and ill-treatment, and to exercise reproductive autonomy. These findings further affirm what has been recognized by the World Health Organization: that the criminalization and penalization of abortion care – even with an exception for medical necessity – is fundamentally inconsistent with evidence-based, ethical, and patient-centered health care.  Given these findings, PHR, OCRJ, and CRR make the following topline recommendations: (full recommendations can be found below)",report,2023-04-25,,,https://phr.org/our-work/resources/oklahoma-abortion-rights/,Reproductive Justice|United States,"Michele Heisler, MD, MPA|Will Jaffe|Payal Shah, JD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2023/04/Oklahoma-Abortion-Ban-Report-2023.pdf
Destruction and Devastation: One Year of Russia’s Assault on Ukraine’s Health Care System,"On February 24, 2022, the Russian Federation began its full-scale invasion of Ukraine. This act of aggression against a sovereign nation is a gross violation of international law, one that has been widely condemned by the international community. In the year that has followed, attacks on civilians and civilian objects have been a hallmark of the war, with violence against the Ukrainian health care system a prominent feature of Russia’s unlawful conduct. One notorious incident came only two weeks after the full-scale invasion began, when Russia’s air force bombed a maternity and children’s hospital in the city of Mariupol. The photograph of a heavily pregnant woman being carried from the hospital on a stretcher, who later died, together with her baby, became an early, stark example of the brutal, indiscriminate way in which Russia has waged its illegal war. This report – a joint undertaking among eyeWitness to Atrocities (eyeWitness), Insecurity Insight, the Media Initiative for Human Rights (MIHR), Physicians for Human Rights (PHR), and the Ukrainian Healthcare Center (UHC) – documents the staggering toll that Russia’s aggression has had on Ukraine’s health care system since February 2022. Using 10 case studies and a joint dataset of attacks, this report shows how Russia appears to be violating international humanitarian law by deliberately and indiscriminately targeting Ukraine’s health care system as part of a broader attack on its civilian population and infrastructure. As the report details, the apparent targeting of the health care system is carried out through a variety of means, including: (1) attacks on health care facilities, (2) attacks on ambulances, (3) destruction of critical health infrastructure and theft of supplies, and (4) assaults, torture, and ill-treatment of health workers, including doctors, nurses, and paramedics. Targeting functioning health care infrastructure and workers in an armed conflict and carrying out indiscriminate attacks that affect civilian infrastructure – including hospitals and clinics – are war crimes. When committed as part of a state policy on a widespread or systematic basis, such attacks are also crimes against humanity. Based on the evidence gathered in this report, there is a reasonable basis to believe that attacks on Ukraine’s health care system constitute war crimes and comprise a course of conduct that could potentially constitute crimes against humanity as well. This evidence urgently warrants immediate investigation by prosecutorial authorities.  The broader impact of these attacks – in terms of the ability of the Ukrainian government to ensure the human right to access adequate health care – is equally devastating. While it is too soon to know the full extent of this war’s damage on Ukraine, a recent health needs assessment conducted by the World Health Organization (WHO) notes that “spiraling costs, logistical hurdles and damaged infrastructure are making access to essential services all the more challenging for growing numbers of civilians.” This report breaks new ground by providing the most comprehensive documentation to date of attacks on Ukraine’s health care system as well as their devastating impact on the right to health. The report draws on a dataset of attacks – collectively developed from open-source and confidential information over the course of 2022 – supplemented by detailed case studies based on visits to hospitals in four different regions of Ukraine to inspect attack sites, assess damage, take photographs, and conduct semi-structured interviews with hospital staff who were present at the time of the attacks. The findings are stark. During just the first weeks of the Russian full-scale invasion, there were constant, daily attacks on Ukraine’s health care system. For 35 days, Ukraine’s health care system was damaged every single day. Assaults were particularly intense in February and March; during the first two weeks of the invasion, an average of four to five hospitals and clinics were attacked daily. Attacks continued throughout the year, with 235 attacks on health care overall in March and an average of 47 attacks each month from April through December 2022. Over the entire period studied in this report (February 24-December 31, 2022), there was an average of more than two attacks on health care each day. Between February 24 and December 31, 2022, the research team documented a total of 707 attacks on Ukraine’s health care system. One out of 10 of Ukraine’s hospitals have been directly damaged from attacks, with the heaviest destruction in the eastern oblasts of Kharkivska, Donetska, and Luhanska, and also in Khersonska and Kyivska. In some cities and towns, nearly all the health facilities were harmed in some way. In Mariupol, in the southern part of Donetska oblast, almost 8 out of 10 points of health care service provision, sites where medical assistance is available, were either damaged or destroyed. In the Makariv municipality – where three health facilities and 30 pharmacies have been damaged or destroyed – the scale of the attacks has led to the severe disruption of health services and infrastructure in the area. In 10 oblasts, 48 hospitals were hit multiple times, underscoring not only the indiscriminate nature of attacks but also the possibility that they were deliberately targeted. For instance, the Severodonetsk City Multiprofile Hospital in Luhanska oblast was hit 10 times between March and May 2022. One hospital in Kharkivska oblast was hit five times, and another was hit four times. Many hospitals bore internationally recognized symbols of their status as medical centers, which were clearly visible from the air. Bashtanka Multiprofile Hospital, which was heavily damaged in an April attack, was marked with a Red Cross painted on a white canvas placed on the roof.[1] According to Dr. Alla Barsehian, the Bashtanka Multiprofile Hospital director, drones flew over the facility and “they saw very well, they knew that this was a medical institution.”[2] “We hoped this would somehow save us. But it turns out nothing is sacred in this war.”[3] The scale of these attacks underscores the broader destabilizing effects they have on Ukraine’s population, from reduced access to critical medications to severely restricted access to health care and vastly diminished vaccine rates. An International Organization for Migration survey found that, as of the beginning of December 2022, one in every three Ukrainians was experiencing the lack of medical services. The Russian Federation’s continued aggression – leading to both targeted and indiscriminate attacks on Ukraine’s health care facilities, amongst other civilian infrastructure – constitutes a gross violation of international law. Russia must cease these attacks and end its aggression. Accountability for war crimes and crimes against humanity, as well as for the crime of aggression, will be critical; however, Russia is also obligated to make reparations for its breaches of international law, including compensating the Ukrainian state and individual Ukrainians – and other killed or injured nationals – for devastating loss of life and injury, extensive destruction, and the enormous costs of reconstruction. Because protecting health care is a shared responsibility of all parties to an armed conflict, all parties to the conflict must ensure compliance with international humanitarian law principles. To other engaged actors, the report makes the topline recommendations below (full recommendations can be found starting on p. 82). To the International Criminal Court’s Office of the Prosecutor, the Prosecutor General of Ukraine, the Independent International Commission of Inquiry on Ukraine, and other National Prosecutors:   To the Diplomatic Community, including Member States of the European Union, the United Nations (UN) Security Council, and the Organization for Security and Co-operation in Europe:  To the Government of Ukraine:  To the UN Human Rights Council and its Member States:",report,2023-02-21,,,https://phr.org/our-work/resources/russias-assault-on-ukraines-health-care-system/,Attacks on Health Care|Ukraine,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2023/02/REPORT-Destruction-and-Devastation-Ukraine-Feb-21-2023-ENG-WebOptimized.pdf
Submission to the United Nations Universal Periodic Review of the Russian Federation,,other,2023-08-07,,,https://phr.org/our-work/resources/submission-to-the-united-nations-universal-periodic-review-of-the-russian-federation/,Attacks on Health Care|Ukraine,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2023/04/UN-UPR-SUBMISSION-RUSSIAN-FEDERATION-2023.pdf
Lethal in Disguise 2,,report,2023-03-22,,,https://phr.org/our-work/resources/lethal-in-disguise-2/,United States,"Rohini J. Haar, MD, MPH",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2023/03/REPORT-Lethal-in-Disguise-2-PHR-INCLO-March-2023.pdf
Human Rights Crisis: Abortion in the United States After Dobbs,,other,2023-04-18,,,https://phr.org/our-work/resources/letter-to-un-special-procedures/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2023/04/4.13.23_UN_SR_briefingPaper_FINAL.pdf
Mobilizing Health Workers to Safeguard Rights,,report,,,,https://phr.org/our-work/resources/annual-report-2022/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2023/06/PHR-2022-Annual-Report-for-Web.pdf
"Broken Promises: Conflict-Related Sexual Violence Before and After the Cessation of Hostilities Agreement in Tigray, Ethiopia",,report,2023-08-24,,,https://phr.org/our-work/resources/medical-records-sexual-violence-tigray-ethiopia/,Sexual Violence|Ethiopia,"Lindsey Green, MA|Thomas McHale, SM|Ranit Mishori, MD, MHS|Payal Shah, JD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2023/08/Report-PHR-OJAH-Ethiopia-Sexual-Violence-August-2023-ENG-WEB.pdf
Stop Attacks on Health in Ukraine: Open Letter to Dr. Tedros Adhanom Ghebreyesus,,correspondence,2022-03-24,,,https://phr.org/our-work/resources/open-letter-to-dr-tedros-adhanom-ghebreyesus/,Attacks on Health Care|Ukraine,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2022/03/Letter-to-Dr.-Tedros-about-attacks-on-health-care3.24.2022.pdf
Survivors’ Experiences of Accessing Mental Health Services following Sexual and Gender-based Violence in Kenya,,other,2023-02-24,,,https://phr.org/our-work/resources/survivors-experiences-of-accessing-mental-health-services-following-sexual-and-gender-based-violence-in-kenya/,Sexual Violence|Kenya,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2023/02/PHR-Policy-Brief-Kenya-Photovoice-2023.pdf.pdf
“Part of my heart was torn away”: What the U.S. Government Owes the Tortured Survivors of Family Separation,"When the news broke in 2018 that the U.S. government was forcibly separating thousands of parents and children as young as infants at the U.S.-Mexico border, nationwide outcry ensued due to the evident trauma caused by the separations. Physicians for Human Rights (PHR) found that the cases of forcible family separation by the U.S. government that we documented constituted torture. PHR’s torture finding was cited by the Biden campaign during the 2020 U.S. presidential election. However, as the election passed, uproar and outrage around family separation abated, but parents and children who were eventually reunited struggle to recover from severe psychological effects of the trauma they endured. Parents who were deported and separated from their children for three or even four years continued to suffer and wait in desperation for the moment when they could be with their children again.  This study documents the longer-term psychological impact of this inhumane policy of forced separation on parents who were deported by the United States government, most of them separated from their children for three to four years. The persistent and damaging psychological effects documented by PHR call out for acknowledgement, accountability, redress, and rehabilitation. This study also seeks to make visible the desires of the parents who were interviewed regarding means of redress owed to them by the U.S. government. In the context of a broad discussion about redress, it is essential that the views of affected communities be directly incorporated into research and policy recommendations. PHR researchers conducted a content analysis of 13 psychological evaluations by PHR-affiliated expert clinicians who interviewed parents deported after being forcibly separated from their children by the U.S. government in conjunction with the “Zero Tolerance” policy. These forensic evaluations are conducted in accordance with the principles and methods of the UN Manual on the Effective Investigation and Documentation of Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment (known as the “Istanbul Protocol”). The parents were all clients of a collaborating partner, Al Otro Lado, a civil society organization based in Tijuana, Mexico that provides legal representation to refugees, asylum seekers, and other migrants. At the end of the evaluation interview, the clinicians asked a few additional questions concerning parents’ wishes regarding accountability and redress. According to the affidavits reviewed by PHR, all 13 parents interviewed had arrived with their families to seek asylum in the United States and were forcibly separated from their children, almost all in unexpected and chaotic ways. U.S. immigration officials conducted the separations in a brusque and cold manner and did not offer information about the reason for the separation or the process, causing great distress to both parents and children. In 10 out of 13 cases, parents describe not being given proper information, or any information at all, about why they were being separated, where their children would be taken, or for how long. In all but one case, the government initially failed to provide information to parents about where their children were, for weeks or even up to two months. Most of the parents were deported to dangerous situations. Over half of the parents (7 out of 13) reported that they continue to live in constant fear of persecution and hiding from gangs or cartels who threatened them before. Although in most cases the separation had taken place several years before, the parents’ despair was evident in the reporting of current symptoms at the time of the PHR evaluation. Almost universally, parents noted continued disturbances in sleep, nightmares, loss of appetite, loss of interest, fear for the future, constant worry, hopelessness, and loss of the ability to concentrate. One mother said, “I don’t know if I will ever be able to recover from what I have experienced.”  Almost all of the affidavits documented a diagnosis of post-traumatic stress disorder (PTSD) (11/13), which means that their symptoms persisted for more than a month and continue to interfere with their daily life, while the remaining two parents displayed symptoms of PTSD just below the clinical level.  Other diagnoses, according to PHR clinicians, included: major depressive disorder (10/13), generalized anxiety disorder (5/13), trauma related disorder (1), and adjustment disorder with mixed anxiety and depressed mood (1). Indications that the forced separation event played a significant role in mental health outcomes included symptoms directly related to the separation event, such as nightmares and flashbacks about the separation event, crying or other forms of distress when describing the separation or talking about their children, or being triggered by related stimuli. Many parents subjectively described the separation event as the worst thing they had ever experienced, even compared with other severe forms of trauma, such as assault. In virtually every case encountered, PHR’s expert evaluators noted that the trauma suffered by the parents and the children warranted further intervention and ongoing therapeutic support, because the events were causing “significant distress” and ongoing functional impairment. As in the 26 cases documented in PHR’s 2020 report on family separation, PHR concludes that each of the 13 cases documented for this study constituted torture and temporary enforced disappearance. In response to these U.S. government abuses and subsequent psychological effects, parents called for a formal public apology by the government, an investigation such as a truth commission, financial compensation and funding for rehabilitation expenses, legal reforms to prevent repetition, and, importantly, permanent immigration status in the United States, to ensure that they would not be separated from their children again. These measures are all strongly supported in international human rights law, which requires states that inflict torture to ensure prompt and effective remedies for victims and survivors. Reparation is not a policy choice; it is the fulfilment of the U.S. government’s obligation owed to victims as a result of its unlawful breach of international and domestic law. International treaties ratified by the United States require that states provide remedy, rehabilitation, and redress to survivors of torture and enforced disappearance and to their affected family members. The U.S. Administration, Department of Justice, and Department of Homeland Security should:  Provide redress to victims who suffered harm through forced separations in line with U.S. law and international treaty obligations:",report,2022-04-19,,,https://phr.org/our-work/resources/part-of-my-heart-was-torn-away/,Asylum|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2022/04/PHR_-Report_Deported-Parents_2022.pdf
Violence Against or Obstruction of Health Care in Myanmar,,brief,2021-12-23,,,https://phr.org/our-work/resources/violence-against-health-care-in-myanmar/,Attacks on Health Care|Myanmar,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2021/12/Violence-Against-or-Obstruction-of-Health-Care-in-Myanmar-February-December-2021-23-December-update.pdf
"“Our Health Workers Are Working in Fear”: After Myanmar’s Military Coup, One Year of Targeted Violence against Health Care",,report,,,,https://phr.org/our-work/resources/one-year-anniversary-of-the-myanmar-coup-detat/,,"Lindsey Green, MA",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2022/01/PHR_Report_Our-Health-Workers-Are-Working-in-Fear_One-year-anniversary-of-the-Myanmar-Coup_January-2022-Reduced.pdf
"The Survivors, the Dead, and the Disappeared: Detention of Health Care Workers in Syria, 2011-2012","In March 2011, the Arab Spring movement spread to Syria when civilians across the country began peacefully demonstrating against the government of President Bashar al-Assad. Although the Syrian government tried to signal to the international community that it was responding to the demands of peaceful demonstrators, in reality, it violently cracked down on peaceful protesters.[1] Security forces began brutally suppressing protests and detaining health care workers who treated injured protesters, effectively criminalizing health care. Most of the health care workers detained by the government were forcibly disappeared – they were never charged, and their fate remains unknown; some were released, and an unknown number have died in detention. Enforced disappearance is a crime with multiple victims: in addition to the physical and psychological suffering of the detainees, their families and community are all forced to live with mental anguish and uncertainty about their loved ones’ fate, without access to their remains for proper burial and memorial when they are deceased. In this report, Physicians for Human Rights (PHR) examines patterns in the Syrian government’s forced disappearance, detention, and abuse of health care workers during the early years of the Syrian uprising. The findings are based on a new data set of 1,685 detentions that occurred in 2011 and 2012, which PHR compiled using data sets provided by the Open Society Justice Initiative, the Syrian Network for Human Rights, and the Violations Documentation Center. The PHR research team systematically reviewed the original data sets to standardize the format, create new variables using information from notes sections, and deduplicate repeated cases. In addition to several examples from previous PHR interviews with physicians detained for providing health care, this report includes a case study of a medical team that operated in Aleppo in 2012. Many of the team’s members were detained by the Syrian government and several were killed while in detention. This newly compiled data and PHR’s analysis illuminate the government’s massive violent crackdown on dissent and its persecution of health care workers who responded to the injured during the initial years of the Syrian crisis. The report reveals that a health care worker’s profession and the reason they were detained appear to have had a significant impact on the outcome of their detention. PHR’s analysis yielded two main findings: health care workers detained for providing medical care experienced worse outcomes than health care workers detained for their political activities, and among detained health care workers, physicians overall experienced better outcomes than non-physicians. If the Syrian government detained a health care worker for providing medical care to an injured protester, the odds of release for that person were 91 percent lower and the odds of being forcibly disappeared were 550 percent higher compared to the fate of health care workers detained for political reasons. If two health care workers from similar professions were detained in the same place for different reasons, the data show that the one detained for providing health care would have 400 percent higher odds of dying in detention than the person detained for a political reason. Further, while most health care workers experienced poor outcomes, either dying or being forcibly disappeared, the odds that a physician would be released were 143 percent higher than for non-physicians. Physicians were also 52 percent less likely to be forcibly disappeared and 48 percent less likely to die in detention compared to non-physicians. There are many potential explanations for why and how these factors influenced detention outcomes, which this report explores. PHR’s analysis shows that, from the earliest days of the Syrian uprising, the Syrian government targeted health care workers with detention, abuse, and torture for providing medical assistance to those who opposed the regime. The United Nations has estimated that the Syrian government arbitrarily detained or forcibly disappeared at least 100,000 people, among them thousands of health care workers, in contravention of domestic laws, human rights law, and international humanitarian law. As the Syrian conflict moves towards a potential phase of negotiation, it is imperative that the voices of the survivors and missing persons’ families be heard and that they be told the truth about their loved ones’ disappearance. In addition to the need for truth, Syrians deserve justice and accountability for the mass forced disappearance of opponents to the Syrian regime and those who provided care to the sick and wounded according to their ethical and moral duties. In February 2021, a coalition of five Syrian organizations representing survivors, their families, and family members of the missing drafted a vision of its goals called the “Truth and Justice Charter.” In it, they have called for the United Nations to address the needs of survivors and their families. PHR urges the international community to heed their call, in order to lay the foundation for a future peace. Immediately and unconditionally release all arbitrarily or unlawfully detained health care workers from official and unofficial detention sites. Ensure that discussions of human rights and international humanitarian law violations, including arbitrary detention, torture, enforced disappearances, and attacks on health, are prominent within the political process. Coordinate efforts and endorse the Truth and Justice Charter and ensure that survivor-led short- and long-term plans for peace and accountability are the main drivers of decision making.",report,2021-11-10,,,https://phr.org/our-work/resources/the-survivors-the-dead-and-the-disappeared/,Persecution of Health Workers|Syria,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2021/11/PHR-Detention-of-Syrian-Health-Workers-Report-Nov-2021-Full-Report-ENG.pdf
