artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__publisher,artifact__tags,artifact__people__author,artifact__people__editor,collection__uuid,file__content_type,file__url,file__language
Female genital mutilation/cutting and violence against women and girls: Strengthening the policy linkages between different forms of violence,"Violence against women and girls (VAWG) manifests in different forms. These include intimate partner violence, non-partner sexual violence, sexual exploitation and trafficking, and harmful practices such as female genital mutilation/cutting (FGM/C) and child, early and forced marriage, among others.Programmes to end harmful practices and programmes to end intimate partner violence and non-partner sexual violence are often planned and implemented separately, despite all being rooted in gender inequality and gender-based discrimination against women and girls. While this is intended so that programmes can be tailored accordingly, it can result in isolation of initiatives that would otherwise benefit from sharing of knowledge and good practices and from strategic, coordinated efforts.This policy note explores policy and programming interlinkages and considers entry points in the areas of (i) national legislation, (ii) prevention strategies, (iii) response for survivors, and (iv) data and evidence, for increased coordination and collaboration to advance the objectives of ending FGM/C and other forms of VAWG, in particular intimate partner violence and non-partner sexual violence. The note builds on the background paper “Finding convergence in policy frameworks: A background paper on the policy links between gender, violence against women and girls, and female genital mutilation/cutting” (available below).This policy note is intended for multiple audiences, including those directly involved in policy development, planning and implementing initiatives, those providing technical support, and advocates for ending all forms of VAWG, including FGM/C. This work is the result of a collaboration of UN Women with the UNFPA–UNICEF Joint Programme on FGM/C.",report,,2017-02-07,,https://www.unwomen.org/en/digital-library/publications/2017/2/female-genital-mutilation-cutting-and-violence-against-women-and-girls,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Adolescents|Anti-violence interventions|Child marriage|Domestic violence/interpersonal violence|Ending violence against women and girls|Girls|Harmful practices|Rape/sexual assault|Trafficking/sexual exploitation,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/Policy-note-Female-genital-mutilation-cutting-and-violence-against-women-and-girls-en.pdf,unknown
Female genital mutilation/cutting and violence against women and girls: Strengthening the policy linkages between different forms of violence,"Violence against women and girls (VAWG) manifests in different forms. These include intimate partner violence, non-partner sexual violence, sexual exploitation and trafficking, and harmful practices such as female genital mutilation/cutting (FGM/C) and child, early and forced marriage, among others.Programmes to end harmful practices and programmes to end intimate partner violence and non-partner sexual violence are often planned and implemented separately, despite all being rooted in gender inequality and gender-based discrimination against women and girls. While this is intended so that programmes can be tailored accordingly, it can result in isolation of initiatives that would otherwise benefit from sharing of knowledge and good practices and from strategic, coordinated efforts.This policy note explores policy and programming interlinkages and considers entry points in the areas of (i) national legislation, (ii) prevention strategies, (iii) response for survivors, and (iv) data and evidence, for increased coordination and collaboration to advance the objectives of ending FGM/C and other forms of VAWG, in particular intimate partner violence and non-partner sexual violence. The note builds on the background paper “Finding convergence in policy frameworks: A background paper on the policy links between gender, violence against women and girls, and female genital mutilation/cutting” (available below).This policy note is intended for multiple audiences, including those directly involved in policy development, planning and implementing initiatives, those providing technical support, and advocates for ending all forms of VAWG, including FGM/C. This work is the result of a collaboration of UN Women with the UNFPA–UNICEF Joint Programme on FGM/C.",report,,2017-02-07,,https://www.unwomen.org/en/digital-library/publications/2017/2/female-genital-mutilation-cutting-and-violence-against-women-and-girls,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Adolescents|Anti-violence interventions|Child marriage|Domestic violence/interpersonal violence|Ending violence against women and girls|Girls|Harmful practices|Rape/sexual assault|Trafficking/sexual exploitation,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/Policy-note-Female-genital-mutilation-cutting-and-violence-against-women-and-girls-background-paper-en.pdf,unknown
"TRANSFORM – The magazine for gender-responsive evaluation – Issue 10, May 2017","UN Women regularly evaluates its own work to enhance accountability, inform decision-making and contribute to learning on gender equality. “TRANSFORM – The magazine for gender-responsive evaluation” uses data visualization and concise evaluation recommendations to highlight good practices and lessons learned on what works for gender equality for transformative change. Produced by the Independent Evaluation Office, TRANSFORM features UN Women corporate evaluations and meta-analyses, along with issues specifically dedicated to gender-responsive evaluation.Issue no. 10 focuses on the strategic partnerships of UN Women. Partnerships are an essential aspect of our work but are often overlooked when we evaluate the results of our work. The skill set, time and resources necessary for ensuring truly effective strategic partnerships are often underestimated.In 2015–2016, the UN Women Independent Evaluation Office undertook a corporate evaluation of UN Women’s strategic partnerships for gender equality and women’s empowerment. The evaluation is intended to enhance UN Women’s approach to strategic partnerships with the aim of ensuring that gender equality is reached by 2030. It was also expected to contribute to an understanding of how UN Women’s strategic partnerships can facilitate a strong position for gender equality and women’s empowerment within the current global development context and the 2030 Agenda for Sustainable Development.",report,,2017-05-20,,https://www.unwomen.org/en/digital-library/publications/2017/5/transform-issue-10-may-2017,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),"Accountability in the UN system|Monitoring and evaluation|Monitoring, evaluation and reporting|Partnerships",,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/TRANSFORM-Issue10-201705-en.pdf,unknown
"TRANSFORM – The magazine for gender-responsive evaluation – Issue 10, May 2017","UN Women regularly evaluates its own work to enhance accountability, inform decision-making and contribute to learning on gender equality. “TRANSFORM – The magazine for gender-responsive evaluation” uses data visualization and concise evaluation recommendations to highlight good practices and lessons learned on what works for gender equality for transformative change. Produced by the Independent Evaluation Office, TRANSFORM features UN Women corporate evaluations and meta-analyses, along with issues specifically dedicated to gender-responsive evaluation.Issue no. 10 focuses on the strategic partnerships of UN Women. Partnerships are an essential aspect of our work but are often overlooked when we evaluate the results of our work. The skill set, time and resources necessary for ensuring truly effective strategic partnerships are often underestimated.In 2015–2016, the UN Women Independent Evaluation Office undertook a corporate evaluation of UN Women’s strategic partnerships for gender equality and women’s empowerment. The evaluation is intended to enhance UN Women’s approach to strategic partnerships with the aim of ensuring that gender equality is reached by 2030. It was also expected to contribute to an understanding of how UN Women’s strategic partnerships can facilitate a strong position for gender equality and women’s empowerment within the current global development context and the 2030 Agenda for Sustainable Development.",report,,2017-05-20,,https://www.unwomen.org/en/digital-library/publications/2017/5/transform-issue-10-may-2017,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),"Accountability in the UN system|Monitoring and evaluation|Monitoring, evaluation and reporting|Partnerships",,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.orghttps://issuu.com/ieounwomen/docs/transform-issue10-strategic_partner,unknown
The power of procurement: How to source from women-owned businesses,"In today’s economy, less than one per cent of spending by large businesses on suppliers is earned by women-owned businesses. Investing in women-owned businesses and integrating them into corporate supply chains is “smart economics” and good for business. Women-owned businesses contribute significantly to the world economy, generating millions of new employment opportunities.This new guide provides corporations and their suppliers with a deeper understanding of the barriers and challenges preventing women-owned businesses from accessing and fully participating in local and global values chains. It provides the tools and techniques for reducing or eliminating these barriers and for leveraging the vast untapped economic potential represented by women-owned businesses. For many women, entrepreneurship offers a path to economic empowerment and it is incumbent upon corporations to help create conditions that permit this.This guide is intended to support signatories of the Women’s Empowerment Principles, which UN Women and UN Global Compact jointly promulgate, to take action on Principle 5: Implement enterprise development, supply chain and marketing practices that empower women. Corporations are well positioned to promote gender equality and empower women in their workplaces, in their communities and through their purchasing policies and practices.",report,,2017-03-13,,https://www.unwomen.org/en/digital-library/publications/2017/3/the-power-of-procurement,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Economic empowerment|Employment|Entrepreneurship|Markets,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/The-power-of-procurement-How-to-source-from-women-owned-businesses-en.pdf,unknown
Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW) for Youth,"The Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW) is an international legal instrument that requires countries to eliminate discrimination against women and girls in all areas and promotes women’s and girls’ equal rights. CEDAW is often described as the international bill of rights for women, and is one of the key international agreements that guides the work of UN Women in achieving gender equality and empowering all women and girls.  CEDAW for Youth is a youth-friendly version of CEDAW, that was authored by a young woman and young man.  This resource explains why CEDAW is important to youth, describes CEDAW’s impact in advancing gender equality and human rights for women and girls around the world, and summarizes the articles of CEDAW, including the specific forms of discrimination that must be ended and how CEDAW is implemented and monitored.",report,,2016-12-19,,https://www.unwomen.org/en/digital-library/publications/2016/12/cedaw-for-youth,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Convention on the Elimination of All Forms of Discrimination against Women (CEDAW)|Ending violence against women and girls|Human rights|Youth,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/CEDAW-for-Youth.pdf,unknown
Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW) for Youth,"The Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW) is an international legal instrument that requires countries to eliminate discrimination against women and girls in all areas and promotes women’s and girls’ equal rights. CEDAW is often described as the international bill of rights for women, and is one of the key international agreements that guides the work of UN Women in achieving gender equality and empowering all women and girls.  CEDAW for Youth is a youth-friendly version of CEDAW, that was authored by a young woman and young man.  This resource explains why CEDAW is important to youth, describes CEDAW’s impact in advancing gender equality and human rights for women and girls around the world, and summarizes the articles of CEDAW, including the specific forms of discrimination that must be ended and how CEDAW is implemented and monitored.",report,,2016-12-19,,https://www.unwomen.org/en/digital-library/publications/2016/12/cedaw-for-youth,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Convention on the Elimination of All Forms of Discrimination against Women (CEDAW)|Ending violence against women and girls|Human rights|Youth,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/CEDAW-for-Youth-Brief.pdf,unknown
Making social protection gender-responsive: Lessons from UN Women’s work in the Eastern Caribbean,"This brief synthesizes research findings, analysis and policy recommendations to promote gender-responsive social protection in the Eastern Caribbean, and was produced for the UN Women policy brief series.There is broad-based agreement today that universal social protection systems are a desirable goal. For gender equality advocates, it is paramount to take advantage of this momentum to ensure that such systems benefit women by responding to their rights and needs. Well-designed social protection systems can narrow gender gaps in poverty rates, enhance women’s income security and access to personal income, and provide a lifeline for poor women, especially single mothers.The current context of economic stagnation and fiscal adjustment, however, places big constraints on the investments needed to achieve these goals. How can gender equality advocates engage with social protection advocacy in this context?This policy brief showcases the strategies that were used by UN Women’s Multi-Country Office in the Caribbean to promote gender-responsive social protection in a context where reforms have been driven mainly by efforts to reduce public debt and promote economic competitiveness.",report,,2017-02-20,,https://www.unwomen.org/en/digital-library/publications/2017/2/making-social-protection-gender-responsive,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Economic empowerment|Latin America and the Caribbean|Poverty|Social protection,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/Making-Social-Protection-Gender-Responsive-en.pdf,unknown
Making social protection gender-responsive: Lessons from UN Women’s work in the Eastern Caribbean,"This brief synthesizes research findings, analysis and policy recommendations to promote gender-responsive social protection in the Eastern Caribbean, and was produced for the UN Women policy brief series.There is broad-based agreement today that universal social protection systems are a desirable goal. For gender equality advocates, it is paramount to take advantage of this momentum to ensure that such systems benefit women by responding to their rights and needs. Well-designed social protection systems can narrow gender gaps in poverty rates, enhance women’s income security and access to personal income, and provide a lifeline for poor women, especially single mothers.The current context of economic stagnation and fiscal adjustment, however, places big constraints on the investments needed to achieve these goals. How can gender equality advocates engage with social protection advocacy in this context?This policy brief showcases the strategies that were used by UN Women’s Multi-Country Office in the Caribbean to promote gender-responsive social protection in a context where reforms have been driven mainly by efforts to reduce public debt and promote economic competitiveness.",report,,2017-02-20,,https://www.unwomen.org/en/digital-library/publications/2017/2/making-social-protection-gender-responsive,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Economic empowerment|Latin America and the Caribbean|Poverty|Social protection,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/Making-Social-Protection-Gender-Responsive-Bibliography-en.pdf,unknown
"Why and how constitutions matter for advancing gender equality: Gains, gaps and policy implications","This brief synthesizes research findings, analysis and policy recommendations on the gains and gaps in gender-responsive constitution-making, and was produced for the UN Women policy brief series.Constitutions are the most authoritative expressions of States’ systems of governance and accountability and therefore pose potential opportunities for and threats to the advancement of gender equality.This policy brief outlines the gains and gaps in gender-responsive constitution-making over the years, and the policy lessons that can be drawn from these for ongoing constitutional and post-constitutional reforms. It finds that there has been a significant growth in gender-responsive constitutions since the 1980s. However, it argues that, while this is an important achievement, the persistence of gender-discriminatory provisions in some constitutions as well as the lack of a clear pathway between constitution-making and policy and legislative change tends to diminish the contribution of constitutions to gender equality efforts.The brief examines strategies that have been used by different players for achieving gender-responsive constitutional changes and pinpoints examples of situations in which reforms have been harnessed for positive advances in jurisprudence, policy and legislation.",report,,2017-02-20,,https://www.unwomen.org/en/digital-library/publications/2017/2/why-and-how-constitutions-matter-for-advancing-gender-equality,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Constitutions and legal reform|Governance and national planning|Human rights|Leadership and political participation,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/Why-and-How-Constitutions-Matter-en.pdf,unknown
"Why and how constitutions matter for advancing gender equality: Gains, gaps and policy implications","This brief synthesizes research findings, analysis and policy recommendations on the gains and gaps in gender-responsive constitution-making, and was produced for the UN Women policy brief series.Constitutions are the most authoritative expressions of States’ systems of governance and accountability and therefore pose potential opportunities for and threats to the advancement of gender equality.This policy brief outlines the gains and gaps in gender-responsive constitution-making over the years, and the policy lessons that can be drawn from these for ongoing constitutional and post-constitutional reforms. It finds that there has been a significant growth in gender-responsive constitutions since the 1980s. However, it argues that, while this is an important achievement, the persistence of gender-discriminatory provisions in some constitutions as well as the lack of a clear pathway between constitution-making and policy and legislative change tends to diminish the contribution of constitutions to gender equality efforts.The brief examines strategies that have been used by different players for achieving gender-responsive constitutional changes and pinpoints examples of situations in which reforms have been harnessed for positive advances in jurisprudence, policy and legislation.",report,,2017-02-20,,https://www.unwomen.org/en/digital-library/publications/2017/2/why-and-how-constitutions-matter-for-advancing-gender-equality,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Constitutions and legal reform|Governance and national planning|Human rights|Leadership and political participation,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/Why-and-How-Constitutions-Matter-Bibliography-en.pdf,unknown
Global guidance on addressing school-related gender-based violence,"More than 246 million children are subjected to gender-based violence in or around schools every year. This is a violation of their human rights, and a form of gender-discrimination that has far-reaching physical, psychological and educational consequences.Until school-related gender-based violence is eliminated in and around schools across the world, many of the ambitious targets set by the global community through the Sustainable Development Goals (SDGs), to provide safe and supportive learning environments, to end violence against children in all settings and to achieve gender equality and eliminate violence against women and girls, will not be realized.That is where this “Global guidance on addressing school-related gender-based violence” comes in. The result of the combined expertise and leadership of UNESCO, UN Women, and other partners, this guidance will help us stand a better chance of supporting countries to end this global issue.The “Global guidance” provides key information to governments, policy-makers, teachers, practitioners, and civil society who wish to take concrete action against school-related gender-based violence. It introduces approaches, methodologies, tools, and resources that have shown positive results in preventing and responding to school-related gender-based violence.We are confident that this will contribute to further promote the generation of knowledge, evidence, and standards of response against this pervasive problem. With the “Global guidance” in hand, this is a key moment for all of us to ensure that school-related gender-based violence does not remain a barrier to achieving the SDGs.",report,,2016-12-08,,https://www.unwomen.org/en/digital-library/publications/2016/12/global-guidance-on-addressing-school-related-gender-based-violence,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",Anti-violence interventions|Education|Ending violence against women and girls|Schooling,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/Global-guidance-on-addressing-school-related-gender-based-violence-ar.pdf,ar
Global guidance on addressing school-related gender-based violence,"More than 246 million children are subjected to gender-based violence in or around schools every year. This is a violation of their human rights, and a form of gender-discrimination that has far-reaching physical, psychological and educational consequences.Until school-related gender-based violence is eliminated in and around schools across the world, many of the ambitious targets set by the global community through the Sustainable Development Goals (SDGs), to provide safe and supportive learning environments, to end violence against children in all settings and to achieve gender equality and eliminate violence against women and girls, will not be realized.That is where this “Global guidance on addressing school-related gender-based violence” comes in. The result of the combined expertise and leadership of UNESCO, UN Women, and other partners, this guidance will help us stand a better chance of supporting countries to end this global issue.The “Global guidance” provides key information to governments, policy-makers, teachers, practitioners, and civil society who wish to take concrete action against school-related gender-based violence. It introduces approaches, methodologies, tools, and resources that have shown positive results in preventing and responding to school-related gender-based violence.We are confident that this will contribute to further promote the generation of knowledge, evidence, and standards of response against this pervasive problem. With the “Global guidance” in hand, this is a key moment for all of us to ensure that school-related gender-based violence does not remain a barrier to achieving the SDGs.",report,,2016-12-08,,https://www.unwomen.org/en/digital-library/publications/2016/12/global-guidance-on-addressing-school-related-gender-based-violence,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",Anti-violence interventions|Education|Ending violence against women and girls|Schooling,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/Global-guidance-on-addressing-school-related-gender-based-violence-en.pdf,en
Global guidance on addressing school-related gender-based violence,"More than 246 million children are subjected to gender-based violence in or around schools every year. This is a violation of their human rights, and a form of gender-discrimination that has far-reaching physical, psychological and educational consequences.Until school-related gender-based violence is eliminated in and around schools across the world, many of the ambitious targets set by the global community through the Sustainable Development Goals (SDGs), to provide safe and supportive learning environments, to end violence against children in all settings and to achieve gender equality and eliminate violence against women and girls, will not be realized.That is where this “Global guidance on addressing school-related gender-based violence” comes in. The result of the combined expertise and leadership of UNESCO, UN Women, and other partners, this guidance will help us stand a better chance of supporting countries to end this global issue.The “Global guidance” provides key information to governments, policy-makers, teachers, practitioners, and civil society who wish to take concrete action against school-related gender-based violence. It introduces approaches, methodologies, tools, and resources that have shown positive results in preventing and responding to school-related gender-based violence.We are confident that this will contribute to further promote the generation of knowledge, evidence, and standards of response against this pervasive problem. With the “Global guidance” in hand, this is a key moment for all of us to ensure that school-related gender-based violence does not remain a barrier to achieving the SDGs.",report,,2016-12-08,,https://www.unwomen.org/en/digital-library/publications/2016/12/global-guidance-on-addressing-school-related-gender-based-violence,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",Anti-violence interventions|Education|Ending violence against women and girls|Schooling,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/Global-guidance-on-addressing-school-related-gender-based-violence-fr.pdf,fr
Global guidance on addressing school-related gender-based violence,"More than 246 million children are subjected to gender-based violence in or around schools every year. This is a violation of their human rights, and a form of gender-discrimination that has far-reaching physical, psychological and educational consequences.Until school-related gender-based violence is eliminated in and around schools across the world, many of the ambitious targets set by the global community through the Sustainable Development Goals (SDGs), to provide safe and supportive learning environments, to end violence against children in all settings and to achieve gender equality and eliminate violence against women and girls, will not be realized.That is where this “Global guidance on addressing school-related gender-based violence” comes in. The result of the combined expertise and leadership of UNESCO, UN Women, and other partners, this guidance will help us stand a better chance of supporting countries to end this global issue.The “Global guidance” provides key information to governments, policy-makers, teachers, practitioners, and civil society who wish to take concrete action against school-related gender-based violence. It introduces approaches, methodologies, tools, and resources that have shown positive results in preventing and responding to school-related gender-based violence.We are confident that this will contribute to further promote the generation of knowledge, evidence, and standards of response against this pervasive problem. With the “Global guidance” in hand, this is a key moment for all of us to ensure that school-related gender-based violence does not remain a barrier to achieving the SDGs.",report,,2016-12-08,,https://www.unwomen.org/en/digital-library/publications/2016/12/global-guidance-on-addressing-school-related-gender-based-violence,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",Anti-violence interventions|Education|Ending violence against women and girls|Schooling,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/Global-guidance-on-addressing-school-related-gender-based-violence-es.pdf,es
Strategy for inclusion and visibility of indigenous women,"“Leave no one behind” is a core pillar of the 2030 Agenda for Sustainable Development and a programming principle of the UN system. Available data reflects significant disparities between indigenous and non-indigenous women’s access to social services, economic opportunities, and political participation. The integrity and security of indigenous women’s ancestral lands, natural resources, traditional livelihoods, languages, and cultures are also threatened by encroachment and erosion.Indigenous women are determined to preserve their distinct cultures and traditions and are also working to build awareness of women’s human rights among their own communities. They have engaged as visible change agents in landmark processes such as the Fourth World Conference on Women in Beijing and related review processes, sessions of the Commission on the Status of Women (CSW), annual sessions of the United Nations Permanent Forum on Indigenous Issues (UNPFII), the World Conference on Indigenous Peoples (WCIP) of 2014, the 2030 Agenda for Sustainable Development, and various sessions of the Conference of the Parties on Climate Change.UN Women’s “Strategy for inclusion and visibility of indigenous women” harnesses the organization’s long-standing commitment to indigenous women. This strategy reflects a recommendation of the UNPFII to UN Women and other UN agencies to produce organizational frameworks of action to guide their work on indigenous issues and the UN Secretary-General’s System-wide Action Plan on the Rights of Indigenous Peoples (UN-SWAP). It represents the organization’s first official frame of reference for bringing its programming on indigenous issues to scale in a coherent and consistent manner across the organization.",report,,2016-12-15,,https://www.unwomen.org/en/digital-library/publications/2016/12/strategy-for-inclusion-and-visibility-of-indigenous-women,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),2030 Agenda for Sustainable Development|Human rights|Indigenous women|Leadership and political participation|Women’s movements|Women’s rights,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/Strategy-for-inclusion-and-visibility-of-indigenous-women-web-en.pdf,unknown
Status of women in the United Nations system,"Among its other responsibilities, the United Nations Entity for Gender Equality and the Empowerment of Women (UN Women) is mandated to lead, promote and coordinate accountability for the work of the United Nations (UN) system on gender equality and the empowerment of women. It does so, among other things, by monitoring and reporting on the status of women in the UN system, and advocating for their equal representation at all levels and in all occupations.Progress to achieve the equal representation of women across levels and everywhere in the UN system requires a multi-pronged approach based on evidence and analysis. The equal representation of women at all levels is first attained through the selection, appointment and advancement of women. It is then facilitated by an organizational culture that is conducive to and supportive of their success. And, finally, it is sustained by ensuring systematic and meaningful accountability.This publication provides a snapshot of trends and statistical data on various aspects of the representation of women in the UN system, including system-wide accountability, as well as findings related to organizational culture and examples of entity practices. Thirty-five entities provided data to UN Women, which was used in this publication in three sections: “Representation of Women”, “Selection, Appointments, Career Advancement, and Separations” and “Accountability and the Way Forward”. Of these, 27 entities also completed a survey that informs the section on “Organizational Culture”.",report,,2016-12-13,,https://www.unwomen.org/en/digital-library/publications/2016/12/status-of-women-in-the-united-nations-system,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Accountability in the UN system|Gender equality and inequality|Gender equality and women’s empowerment|Gender mainstreaming|UN system coordination|Women in the UN system,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2016/Status-of-women-in-the-United-Nations-system-2016-en.pdf,unknown
"TRANSFORM – The magazine for gender-responsive evaluation – Issue 9, February 2017","UN Women regularly evaluates its own work to enhance accountability, inform decision-making and contribute to learning on gender equality. “TRANSFORM – The magazine for gender-responsive evaluation” uses data visualization and concise evaluation recommendations to highlight good practices and lessons learned on what works for gender equality for transformative change. Produced by the Independent Evaluation Office, TRANSFORM features UN Women corporate evaluations and meta-analyses, along with issues specifically dedicated to gender-responsive evaluation.Issue no. 9 focuses on the regional architecture of UN Women. UN Women was designed with a regional architecture that aims to maximize the organization’s ability to deliver on its mandate. The evaluation covers the relevance, organizational effectiveness and administrative efficiency of UN Women’s regional architecture, including its organizational capacity to deliver on all aspects of the UN Women’s mandate at global, regional and country levels. It brings to light important findings, conclusions and recommendations that can enhance UN Women’s contribution to gender equality, especially in the framework of designing the new Strategic Plan 2018-2021.",report,,2017-01-11,,https://www.unwomen.org/en/digital-library/publications/2017/1/transform-issue-9,,"Gender equality and women’s empowerment|Monitoring and evaluation|Monitoring, evaluation and reporting",,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2017/UNW-Transform-issue9.pdf,unknown
"TRANSFORM – The magazine for gender-responsive evaluation – Issue 9, February 2017","UN Women regularly evaluates its own work to enhance accountability, inform decision-making and contribute to learning on gender equality. “TRANSFORM – The magazine for gender-responsive evaluation” uses data visualization and concise evaluation recommendations to highlight good practices and lessons learned on what works for gender equality for transformative change. Produced by the Independent Evaluation Office, TRANSFORM features UN Women corporate evaluations and meta-analyses, along with issues specifically dedicated to gender-responsive evaluation.Issue no. 9 focuses on the regional architecture of UN Women. UN Women was designed with a regional architecture that aims to maximize the organization’s ability to deliver on its mandate. The evaluation covers the relevance, organizational effectiveness and administrative efficiency of UN Women’s regional architecture, including its organizational capacity to deliver on all aspects of the UN Women’s mandate at global, regional and country levels. It brings to light important findings, conclusions and recommendations that can enhance UN Women’s contribution to gender equality, especially in the framework of designing the new Strategic Plan 2018-2021.",report,,2017-01-11,,https://www.unwomen.org/en/digital-library/publications/2017/1/transform-issue-9,,"Gender equality and women’s empowerment|Monitoring and evaluation|Monitoring, evaluation and reporting",,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.orghttp://issuu.com/ieounwomen/docs/unw-transform-issue9,unknown
Strengthening organizational structure for delivering gender equality results: Corporate evaluation of the regional architecture of UN Women,"UN Women was designed with a regional architecture that aims to maximize the organization’s ability to deliver on its mandate. The overall goal of the regional architecture was to delegate authority to maximize the organization’s ability to deliver on its mandate in a more effective and efficient way and bring capacity closer to the field in order to increase contribution to the achievement of results.UN Women’s Independent Evaluation Office undertook this corporate evaluation to assess the implementation of the regional architecture from its launch in 2012 to the first quarter of 2016, with the aim of informing future plans for strengthening the institutional set-up, especially in the framework of designing the new Strategic Plan 2018-2021.  The evaluation covers the relevance, organizational effectiveness and administrative efficiency of UN Women’s regional architecture, including its organizational capacity to deliver on all aspects of the UN Women mandate—normative, operational and United Nations (UN) coordination at the global, regional and country levels.The scope of the evaluation included field presence and divisions in Headquarters. The evaluation was based on gender and human rights principles, and adhered to the UN Evaluation Group’s norms and standards for evaluation. A specific evaluation objective on human rights and gender equality was included, and specific questions on gender responsiveness were mainstreamed across the evaluation criteria. This evaluation brings to light important findings, conclusions and recommendations on the implementation of the regional architecture that can enhance UN Women’s contribution to gender equality.",report,,2017-01-24,,https://www.unwomen.org/en/digital-library/publications/2017/1/corporate-evaluation-of-the-regional-architecture-of-un-women,United Nations Entity for Gender Equality and the Empowerment of Women (UN Women),Monitoring and evaluation,,,59fa1358-402b-46be-874b-2d2686f41c22,,https://www.unwomen.orghttps://gate.unwomen.org/EvaluationDocument/Download?evaluationDocumentID=9026,unknown
